Painting,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,Average
130,8,7,2,2,1,6,9,7,6,3,5,3,7,3,8,8,2,7,6,6,1,7,3,6,6,4,7,5,5,4,1,6,6,7,5,1,3,8,8,2,7,5,9,7,4,2,1,1,1,4.857142857
131,9,6,5,6,4,3,9,7,4,6,7,2,6,3,6,2,1,4,6,6,1,1,4,7,6,4,4,6,6,6,6,2,4,5,5,2,1,3,6,4,6,6,5,6,1,2,2,1,1,4.387755102
132,1,1,5,1,1,2,9,7,2,2,6,3,1,6,8,1,2,1,7,6,3,1,3,1,4,2,4,2,1,3,1,5,2,7,8,2,2,1,2,2,6,6,8,5,1,3,1,1,1,3.265306122
133,9,9,5,9,6,5,3,6,6,6,7,8,6,9,8,5,7,6,6,6,9,1,7,9,6,8,6,5,8,8,7,9,9,1,9,7,9,9,9,5,8,5,9,7,6,7,9,1,1,6.653061224
134,1,4,2,3,1,6,9,8,4,1,5,3,7,8,6,7,2,6,7,7,1,5,3,1,7,4,7,5,8,2,3,4,2,5,3,2,1,5,3,1,5,4,6,7,2,7,2,1,1,4.163265306
135,6,3,7,6,5,5,9,8,4,6,5,5,4,6,8,1,2,3,3,7,8,1,1,1,8,2,6,8,2,6,3,8,7,3,6,2,2,6,6,2,6,6,6,5,3,2,3,1,1,4.571428571
136,3,2,5,5,2,3,9,8,2,2,5,6,4,6,8,2,2,2,6,6,9,1,3,1,8,4,3,7,4,2,1,2,4,4,6,1,3,4,2,1,6,5,7,5,2,1,8,1,1,3.959183673
137,1,2,5,5,4,4,9,8,4,1,5,4,2,3,8,1,2,1,4,8,7,7,2,1,3,4,7,8,7,2,1,3,8,6,7,1,1,3,8,1,3,6,8,6,1,3,6,1,1,4.142857143
138,5,5,9,1,4,4,9,3,5,6,3,6,6,3,6,1,4,5,2,4,2,1,2,8,5,3,4,5,8,8,3,2,7,4,5,3,2,6,6,4,6,6,4,7,5,4,7,1,1,4.489795918
139,3,2,3,2,2,1,9,3,3,2,2,2,1,3,2,1,3,1,4,6,1,1,1,2,5,2,3,2,1,3,1,1,4,4,6,2,3,1,2,3,3,6,7,5,1,1,2,1,1,2.653061224
140,2,6,9,5,6,5,9,4,4,7,6,5,4,3,2,2,3,3,5,6,1,1,6,1,6,4,4,1,8,5,3,1,7,4,6,6,4,8,2,5,6,5,2,5,1,7,1,1,1,4.244897959
141,4,8,7,6,4,3,9,6,2,6,2,2,1,3,4,1,2,3,2,7,3,3,3,3,4,6,4,6,1,5,1,5,6,4,6,2,7,2,6,5,6,6,5,5,2,1,2,1,1,3.93877551
142,9,2,5,7,6,2,9,6,5,3,8,5,1,7,8,1,2,2,5,7,9,1,3,3,6,2,6,3,7,3,2,7,1,6,5,2,7,6,8,2,7,6,9,5,5,1,3,1,1,4.632653061
143,2,1,2,2,5,3,9,5,4,1,5,5,2,3,6,3,2,3,6,4,1,1,4,1,4,2,5,2,7,2,6,2,6,4,7,1,2,2,6,1,2,5,6,2,3,2,5,1,1,3.387755102
144,2,3,5,5,4,4,9,5,4,1,2,4,2,6,6,2,1,1,1,7,2,1,3,7,4,2,5,3,2,3,2,2,4,6,6,1,3,5,7,1,5,6,8,5,1,2,5,1,1,3.612244898
145,1,4,5,4,1,2,9,6,6,4,2,6,3,1,6,2,3,3,2,5,1,1,6,2,6,3,4,2,2,2,1,4,5,5,6,1,1,5,6,2,7,5,8,5,1,2,7,1,1,3.612244898
146,1,3,3,5,3,4,9,6,2,1,5,5,1,3,9,1,1,1,3,6,6,1,2,1,6,2,8,7,3,3,3,6,5,6,6,1,1,4,2,1,3,6,6,4,1,1,7,1,1,3.591836735
147,1,3,4,3,1,4,9,5,6,2,5,4,6,4,8,6,1,5,5,3,1,7,3,8,7,4,7,2,2,5,1,5,1,5,4,1,3,5,3,3,6,5,8,7,4,6,9,1,1,4.265306122
148,1,5,3,2,1,1,9,7,5,2,6,4,1,4,9,2,2,3,8,7,3,1,1,2,6,1,3,4,7,3,4,4,4,6,4,1,1,1,3,4,5,6,6,5,1,2,2,1,1,3.551020408
149,1,7,6,7,1,2,9,3,4,7,5,3,2,3,5,1,2,1,6,7,1,1,4,2,4,6,6,3,7,2,2,6,3,4,5,1,1,4,6,1,3,6,7,2,5,8,2,1,1,3.795918367
150,1,1,4,7,1,3,9,5,4,6,4,3,1,2,7,1,2,1,4,6,1,1,1,1,6,6,4,2,6,3,1,1,3,5,6,2,2,1,2,3,2,6,3,5,1,2,2,1,1,3.102040816
151,6,7,7,6,5,5,9,4,4,6,5,2,8,5,6,3,1,8,7,7,1,8,7,4,6,6,5,2,9,8,1,5,3,7,6,3,2,7,4,3,6,5,1,5,3,7,2,1,1,4.87755102
152,7,5,5,2,5,3,9,7,6,2,8,7,2,6,7,1,3,2,9,5,2,1,6,1,6,3,1,6,3,2,3,7,1,4,7,7,1,6,8,2,7,6,9,5,6,2,2,1,1,4.428571429
153,4,6,5,4,7,3,9,3,6,5,6,3,4,1,5,4,3,6,4,5,1,6,5,8,5,4,4,3,3,4,4,5,6,6,7,1,1,5,6,4,7,6,6,6,5,3,4,1,1,4.489795918
154,3,1,6,3,6,6,9,6,4,5,5,3,2,6,6,2,1,2,3,7,3,4,4,7,9,4,6,2,6,3,7,3,6,6,6,3,4,4,2,4,4,6,7,6,1,3,2,1,1,4.285714286
155,9,6,4,6,3,6,9,6,5,2,5,7,8,7,9,3,2,8,7,6,5,1,6,2,7,3,7,3,9,6,1,2,7,6,7,6,1,3,8,6,4,6,5,5,2,2,1,1,1,4.918367347
156,5,6,8,4,6,2,9,4,4,2,5,6,1,4,7,1,5,1,5,6,1,1,4,1,5,3,2,1,1,5,1,2,7,5,6,3,2,8,3,4,7,6,6,3,1,1,8,1,1,3.87755102
157,7,2,1,1,4,5,9,6,7,1,5,5,6,6,8,2,3,3,4,6,7,1,5,1,6,3,4,8,9,7,3,1,6,4,6,2,1,2,6,1,5,6,6,6,2,4,2,1,1,4.224489796
158,7,4,5,5,1,4,9,7,4,5,7,6,1,7,8,1,2,2,4,6,7,1,5,3,6,7,3,2,4,4,1,4,7,1,7,1,3,4,6,3,8,6,9,4,1,1,8,1,1,4.346938776
159,1,1,1,2,1,3,9,5,6,5,7,3,5,6,7,2,2,5,6,5,1,1,2,3,5,9,6,2,1,2,6,3,3,3,4,2,1,6,1,1,2,5,1,5,3,3,5,1,1,3.469387755
160,8,7,7,2,2,3,9,4,5,8,6,4,4,3,7,1,5,3,5,6,1,1,4,4,5,4,3,5,2,4,1,2,8,5,6,1,5,6,2,5,6,6,8,5,4,2,3,1,1,4.265306122
161,1,9,7,7,6,6,9,8,6,6,7,3,6,6,7,7,3,4,9,7,2,9,6,7,6,7,7,8,9,8,1,8,7,7,7,1,4,5,8,6,7,6,5,9,5,7,5,1,1,5.979591837
162,4,4,7,5,1,3,9,7,6,5,7,6,6,7,6,2,3,1,5,4,1,1,1,4,6,4,4,8,3,2,1,2,5,7,4,2,1,1,4,2,7,6,9,9,1,2,5,1,1,4.12244898
163,7,3,6,2,1,2,9,8,5,4,3,5,2,4,7,1,2,2,5,7,1,1,4,9,3,6,8,7,7,4,5,6,4,3,6,1,1,6,3,4,6,6,7,7,2,6,4,1,1,4.367346939
164,6,8,8,5,4,2,9,7,6,7,9,4,4,6,7,1,6,4,7,6,1,5,8,6,5,6,2,5,1,7,1,6,8,2,7,2,3,5,5,5,7,6,5,6,1,2,4,1,1,4.87755102
165,7,3,2,2,6,7,9,8,7,2,5,4,5,7,8,4,2,4,3,5,8,9,1,3,7,3,4,6,3,3,2,2,6,5,5,1,2,6,6,2,7,5,9,2,1,1,2,1,1,4.346938776
166,1,7,8,3,6,4,9,7,5,8,5,4,1,2,5,1,6,1,5,5,1,1,5,1,5,4,3,2,7,7,1,3,7,7,6,1,3,5,3,5,6,5,5,5,1,3,1,1,1,4.040816327
167,3,6,4,6,5,4,9,7,3,7,5,4,5,3,6,2,4,2,3,6,1,8,3,5,4,3,4,3,1,4,1,6,8,4,3,1,1,7,2,4,7,6,7,6,3,1,2,1,1,4.102040816
168,5,2,7,4,2,3,9,5,2,8,3,2,2,2,6,1,2,4,2,6,5,9,4,7,5,7,6,2,3,5,2,7,1,5,7,1,4,8,2,4,8,6,8,9,6,2,6,1,1,4.448979592
169,3,7,5,3,7,6,9,8,7,8,7,4,2,6,8,5,5,2,6,7,7,8,4,6,7,6,7,8,9,5,1,8,7,5,5,2,4,8,8,6,7,7,8,8,6,8,4,1,1,5.836734694
170,7,3,4,2,1,4,9,5,3,2,4,2,1,2,5,4,2,4,3,6,1,1,2,6,7,3,1,1,3,3,1,1,3,6,4,4,1,2,2,2,2,5,6,2,1,1,2,1,1,3.020408163
171,8,2,7,9,4,3,9,6,7,4,7,4,5,8,6,3,1,3,8,6,3,2,6,6,6,7,8,5,6,7,3,6,5,5,4,1,4,4,6,4,5,6,6,7,2,2,4,1,1,4.93877551
172,6,6,5,7,6,7,9,9,7,8,4,3,8,7,8,9,6,7,3,8,9,3,7,8,9,7,7,8,8,8,1,8,7,8,8,1,1,4,7,1,7,5,8,7,3,9,7,1,1,6.142857143
173,7,7,9,8,3,4,9,8,6,4,8,6,2,4,8,2,6,2,6,8,2,1,3,7,6,6,6,7,8,4,1,7,5,7,7,1,5,7,4,2,7,6,8,8,6,2,2,1,1,5.183673469
174,6,3,4,2,7,1,9,7,5,3,7,7,1,4,8,2,5,1,7,7,5,7,3,6,7,6,8,8,8,2,1,8,4,6,6,1,2,8,7,2,6,6,6,6,2,6,5,1,1,4.897959184
175,7,8,8,3,6,8,9,8,8,6,7,6,6,8,8,8,3,6,7,7,7,4,1,3,8,7,8,7,8,4,1,9,5,5,7,1,2,7,8,6,7,6,7,9,1,3,4,1,1,5.795918367
176,9,8,8,6,7,7,9,8,9,6,3,6,9,8,9,6,5,8,4,8,8,9,3,8,7,6,7,7,7,8,1,7,7,5,7,7,1,9,8,7,8,6,9,7,5,8,7,1,1,6.612244898
177,8,6,6,9,3,6,9,8,8,6,8,6,3,9,8,8,3,5,7,8,7,9,4,5,8,7,7,6,4,4,2,8,8,5,4,1,1,6,7,6,8,6,6,6,4,7,9,1,1,5.93877551
178,9,6,8,9,7,6,9,9,9,7,7,7,7,8,8,7,4,6,8,7,6,1,5,4,8,6,4,7,9,6,2,7,9,4,7,1,3,8,7,6,6,7,8,5,3,3,4,1,1,6.040816327
179,8,6,6,3,4,7,9,9,8,6,7,3,4,8,8,7,3,3,8,8,8,7,3,5,9,7,7,7,9,3,2,6,7,9,7,1,1,8,8,6,6,5,8,5,5,2,5,1,1,5.775510204
180,8,3,9,7,6,6,9,6,7,7,5,6,7,7,3,3,4,5,6,7,6,8,2,9,6,8,6,6,9,6,1,7,8,7,6,3,1,8,7,4,7,6,6,2,5,7,6,1,1,5.714285714
181,9,7,4,1,3,4,9,8,6,5,7,5,5,9,9,8,2,2,6,8,7,6,3,2,9,4,7,8,6,6,1,9,2,8,6,1,1,6,7,2,7,6,8,7,5,1,9,1,1,5.367346939
182,9,6,9,2,6,6,9,8,8,7,5,7,8,7,9,4,5,9,2,7,9,1,4,8,6,8,4,9,8,7,2,8,6,4,7,5,5,7,8,7,8,6,7,7,8,5,3,1,1,6.163265306
183,8,9,6,6,8,9,9,9,8,8,8,3,9,6,9,9,6,8,7,8,9,8,4,9,8,9,7,8,8,7,3,8,6,4,9,8,1,3,9,2,9,6,5,7,4,6,9,1,1,6.755102041
184,6,7,7,7,7,5,9,5,2,6,5,7,6,8,6,1,3,4,2,6,7,2,6,6,5,9,3,7,6,8,3,8,8,2,7,2,5,8,6,4,7,6,8,5,3,8,8,1,1,5.469387755
185,2,3,4,1,3,4,9,4,5,2,7,3,6,4,8,4,1,2,4,6,1,1,3,4,6,3,4,2,2,3,1,8,1,3,4,1,5,5,2,3,5,6,6,5,1,3,3,1,1,3.571428571
186,8,9,8,3,6,6,9,9,6,7,8,7,6,8,5,1,7,7,7,7,9,1,7,4,5,8,7,9,9,8,1,6,6,5,9,2,8,7,8,2,8,6,9,5,3,2,9,1,1,6.102040816
187,6,6,5,6,6,4,9,5,3,5,6,7,5,3,7,1,3,1,6,5,1,1,5,1,4,2,3,2,6,2,2,6,7,3,7,2,1,7,2,4,6,6,5,1,1,2,5,1,1,3.979591837
188,1,1,1,4,4,2,9,6,7,6,8,4,3,2,4,8,2,3,8,6,1,8,3,4,4,4,6,4,6,3,2,5,1,4,6,1,1,7,8,1,4,5,5,7,2,8,1,1,1,4.12244898
189,4,5,5,2,2,2,9,4,5,1,5,7,1,4,8,5,4,4,6,5,1,1,6,1,5,6,6,2,6,6,2,5,4,5,8,1,5,3,8,2,6,6,8,5,1,2,4,1,1,4.183673469
190,8,9,9,8,9,4,9,7,8,5,5,7,6,8,7,4,4,6,5,7,8,6,5,9,5,8,4,8,9,7,3,2,8,3,8,5,3,7,9,7,8,5,9,7,3,2,5,1,1,6.12244898
191,9,9,8,8,6,6,9,7,7,6,9,7,8,8,6,6,6,8,8,6,8,9,5,9,8,9,6,7,9,9,4,7,9,3,6,8,3,7,8,8,8,6,9,5,5,9,8,1,1,6.959183673
192,4,1,5,6,4,1,9,5,2,2,5,6,2,3,7,1,2,1,3,6,1,1,5,1,4,3,3,2,1,3,1,2,6,3,5,2,3,3,4,1,5,5,8,6,1,2,8,1,1,3.387755102
193,1,7,6,1,1,6,9,3,6,7,7,2,2,2,5,4,3,2,7,7,2,9,5,9,7,8,6,4,9,8,2,6,7,7,6,1,1,8,7,5,6,6,9,9,4,9,2,1,1,5.142857143
194,8,2,4,3,6,6,3,8,8,2,6,5,7,8,9,7,4,6,4,6,9,1,5,2,5,6,7,2,5,1,2,7,2,5,5,1,8,1,9,4,8,5,9,5,1,1,9,1,1,4.87755102
195,4,9,8,6,3,6,9,9,8,5,8,6,9,9,9,6,6,9,8,6,6,8,4,7,9,7,6,7,3,6,5,8,7,4,7,7,1,5,8,7,7,6,6,9,5,7,7,1,1,6.408163265
196,9,7,4,6,3,3,9,8,6,6,8,6,5,2,7,5,5,8,7,6,1,8,3,7,6,6,7,5,5,8,7,2,5,4,5,3,1,8,8,2,7,6,8,7,2,8,4,1,1,5.408163265
197,1,8,5,4,6,7,9,8,5,6,7,2,3,7,8,2,2,3,7,7,6,6,2,5,5,8,6,8,2,7,2,5,8,6,6,2,4,6,8,4,7,6,8,6,2,8,5,1,1,5.244897959
198,8,5,6,6,6,3,9,7,5,2,8,6,6,6,8,2,5,4,7,6,1,3,6,4,6,3,3,3,6,5,4,6,6,7,5,2,8,6,6,2,4,5,2,5,4,2,3,1,1,4.775510204
199,9,1,3,4,1,2,9,6,5,4,5,1,2,2,8,4,2,2,6,6,2,1,1,2,6,6,4,8,7,6,2,2,3,6,6,1,2,3,2,1,5,6,7,6,5,1,2,1,1,3.816326531
200,5,4,4,2,2,2,9,6,4,6,6,5,1,6,7,1,3,2,6,7,1,1,5,1,5,4,6,2,4,3,1,3,7,6,7,1,6,3,2,2,5,6,8,4,2,2,6,1,1,3.93877551
201,1,7,5,5,6,7,9,7,6,4,6,3,1,6,9,9,2,1,6,8,2,9,4,2,8,4,8,8,6,4,3,3,3,8,7,1,4,5,7,1,4,5,7,8,1,5,5,1,1,4.93877551
202,5,3,8,4,6,2,9,8,5,1,4,3,6,2,8,7,2,3,6,7,5,1,4,2,7,7,4,5,8,7,1,2,4,4,5,1,1,6,6,3,7,6,5,5,6,2,4,1,1,4.469387755
203,8,6,8,9,7,4,9,6,6,5,2,7,6,6,3,1,7,4,3,6,5,1,4,2,4,6,4,4,8,6,2,6,9,6,7,2,3,7,6,7,6,6,7,5,3,4,4,1,1,5.081632653
204,6,3,6,5,3,2,9,9,3,3,5,5,1,6,9,1,2,1,4,8,8,1,3,1,8,3,6,8,8,4,1,2,6,7,8,1,5,6,1,2,6,6,8,5,6,1,8,1,1,4.530612245
205,2,1,6,4,2,2,9,4,1,1,4,5,1,3,7,1,1,1,3,6,1,1,7,1,6,1,2,2,1,2,1,1,6,2,6,1,3,1,1,5,5,6,5,1,1,2,7,1,1,2.93877551
206,1,3,3,5,6,2,9,6,4,6,7,6,1,6,7,1,3,1,5,7,1,1,2,1,6,2,1,2,4,3,1,1,6,5,8,2,3,3,2,5,6,5,8,1,3,2,7,1,1,3.714285714
207,4,2,6,3,5,3,9,4,5,2,2,6,2,4,6,1,6,2,2,5,1,2,5,2,5,3,4,4,1,5,1,6,4,5,7,3,3,3,4,4,6,6,6,2,1,2,6,1,1,3.714285714
208,6,1,4,3,2,3,9,7,6,2,5,4,7,3,9,7,1,6,6,6,2,1,2,2,7,3,1,2,8,3,2,5,2,6,6,1,6,1,8,2,7,5,9,5,1,3,6,1,1,4.183673469
209,1,1,4,5,1,1,9,5,3,2,4,5,1,4,7,1,1,1,3,6,1,1,3,1,5,2,1,1,1,3,1,2,3,5,7,1,2,1,1,1,4,6,8,1,3,2,7,1,1,2.87755102
210,1,3,5,3,1,2,9,5,2,2,4,1,1,2,7,1,1,1,2,7,1,1,2,1,3,2,1,1,1,4,2,4,5,5,5,1,1,3,1,2,2,6,6,1,1,2,3,1,1,2.632653061
211,1,7,4,5,8,6,9,9,5,5,6,2,3,2,7,2,2,6,8,6,5,9,3,8,8,6,8,6,9,6,7,5,8,5,4,3,1,5,6,2,6,6,6,6,1,5,7,1,1,5.224489796
212,1,3,3,3,2,3,9,5,3,5,5,6,1,4,8,1,5,1,5,6,1,2,2,2,5,2,4,2,1,4,1,3,6,4,5,1,1,3,4,3,5,6,7,3,2,2,6,1,1,3.428571429
213,6,7,7,5,6,4,9,6,5,4,7,6,2,4,8,1,5,1,5,5,1,1,4,1,5,7,4,4,7,5,1,2,7,4,7,2,1,3,6,2,7,6,6,5,2,3,7,1,1,4.387755102
214,1,6,8,7,7,4,9,8,7,5,7,2,3,9,9,8,3,2,6,7,8,9,4,6,7,6,7,7,8,5,4,7,8,6,6,1,2,6,7,3,7,6,6,7,6,4,4,1,1,5.653061224
215,9,8,9,2,7,7,9,8,4,1,6,7,7,8,8,5,6,5,7,7,9,5,5,6,4,7,7,8,9,7,4,2,9,4,8,6,7,6,9,6,7,6,4,6,3,7,8,1,1,6.142857143
216,5,8,7,5,2,7,9,7,5,2,4,3,3,6,5,6,2,3,3,7,4,9,3,5,8,2,7,6,5,6,5,7,5,8,5,7,1,4,6,3,6,6,6,5,3,5,4,1,1,4.93877551
217,7,8,8,7,9,7,9,7,8,7,4,7,9,8,8,9,2,9,5,6,9,8,6,9,8,9,6,8,8,8,2,8,5,3,7,6,6,6,9,7,8,5,4,9,5,9,8,1,1,6.775510204
218,8,9,8,8,9,9,9,8,9,9,7,7,8,9,8,9,6,9,9,7,9,9,8,9,9,8,8,9,9,8,4,8,9,6,8,8,1,8,8,8,8,7,7,9,5,9,9,1,1,7.653061224
219,2,8,4,4,3,6,9,7,6,6,9,6,3,4,9,2,4,2,8,5,3,8,5,9,6,7,3,7,7,6,3,6,4,9,5,3,1,6,5,6,6,6,8,7,3,7,5,1,1,5.306122449
220,8,9,8,6,6,7,9,8,8,8,6,6,8,8,8,7,6,8,7,6,4,9,7,8,4,8,6,9,9,7,7,8,9,8,5,7,2,9,7,4,8,6,6,9,3,7,3,1,1,6.693877551
221,9,8,5,6,4,8,9,8,8,8,9,6,7,9,9,7,3,6,8,8,8,9,5,9,9,8,8,8,9,8,5,8,7,7,5,2,5,9,3,7,7,6,3,9,6,9,2,1,1,6.693877551
222,8,9,7,3,7,7,9,7,8,9,7,5,7,8,9,9,6,7,8,7,8,9,6,9,7,8,8,9,9,7,6,8,7,4,6,1,2,8,7,4,9,6,8,9,3,9,2,1,1,6.693877551
223,6,1,5,5,2,2,9,5,5,3,6,5,4,4,2,1,1,2,5,4,1,3,5,6,4,3,3,2,2,4,1,5,7,5,7,3,4,3,5,4,6,5,9,5,2,4,6,1,1,3.93877551
224,5,6,8,3,7,1,9,6,4,6,6,6,3,4,8,8,3,1,6,6,2,1,3,2,5,7,4,3,1,6,4,5,7,3,8,1,7,6,6,6,6,6,8,5,2,2,4,1,1,4.653061224
225,9,7,5,8,8,8,9,8,7,5,8,4,8,6,8,7,2,6,7,8,6,9,3,9,7,8,7,9,9,7,7,9,8,8,6,1,2,6,6,7,7,6,5,9,5,7,5,1,1,6.489795918
226,9,7,9,6,8,5,9,5,6,8,6,7,8,6,6,2,7,7,7,6,7,1,8,8,5,7,6,6,9,8,2,7,9,4,7,4,6,9,6,6,9,7,7,6,4,7,9,1,1,6.326530612
227,6,6,8,6,7,2,9,5,3,6,6,5,2,4,7,2,6,2,6,5,1,1,2,7,6,6,3,3,8,6,1,1,9,4,7,2,2,6,5,5,4,6,7,5,1,2,5,1,1,4.489795918
228,5,3,5,3,4,7,9,4,5,5,5,3,1,6,8,1,2,3,6,7,1,9,5,4,6,6,3,7,5,3,1,2,5,3,5,2,1,7,2,3,4,6,5,5,4,3,5,1,1,4.204081633
229,7,6,5,6,3,2,9,4,4,5,6,5,3,4,6,1,2,2,5,6,4,1,6,2,4,4,1,7,3,3,2,8,4,3,7,1,4,7,2,5,7,6,8,5,6,8,2,1,1,4.346938776
230,6,4,4,5,4,3,9,7,4,6,6,6,2,4,6,1,3,3,6,4,1,1,4,6,6,8,1,2,3,5,5,2,8,2,6,1,2,3,3,5,6,6,7,2,2,6,5,1,1,4.142857143
231,9,7,6,6,6,3,9,7,8,6,5,7,6,7,3,6,3,8,7,6,5,8,4,8,6,7,1,8,5,8,1,7,4,3,7,4,4,6,3,3,7,6,8,7,3,3,2,1,1,5.408163265
232,1,6,6,3,4,2,9,4,3,8,6,6,2,3,3,1,6,2,5,6,1,1,5,3,4,6,4,2,7,6,3,2,8,3,8,2,4,5,5,3,7,5,5,6,5,8,3,1,1,4.265306122
233,1,4,3,2,5,3,9,6,1,1,5,4,1,2,8,1,2,1,6,5,1,1,2,2,3,2,1,2,2,3,1,2,6,3,6,2,1,3,3,2,6,6,6,2,1,2,4,1,1,3
234,8,6,5,1,6,3,9,6,3,4,5,5,2,3,3,1,2,3,6,6,2,5,5,8,4,8,4,2,9,5,5,3,3,4,7,1,4,8,2,4,6,6,6,5,3,3,6,1,1,4.428571429
235,4,8,6,2,1,4,9,7,6,5,5,3,6,3,7,9,1,6,4,7,1,8,2,9,5,7,1,8,8,6,1,8,6,3,3,1,1,8,6,1,8,5,4,6,1,6,5,1,1,4.755102041
236,3,9,4,1,3,4,9,5,7,6,9,2,4,4,6,6,2,3,8,5,1,7,2,9,8,4,7,1,6,2,1,4,3,8,4,1,1,6,6,3,6,5,5,9,2,3,1,1,1,4.428571429
237,1,5,6,2,4,5,1,5,5,6,8,2,5,6,2,2,2,4,9,5,1,8,4,8,6,7,6,2,5,2,1,1,1,8,3,1,1,9,3,1,6,6,3,5,5,2,1,1,1,3.93877551
238,8,8,5,9,4,6,9,9,9,7,9,6,8,9,8,8,6,8,8,7,5,9,6,8,7,5,6,8,6,2,1,7,2,6,7,1,1,8,4,7,8,6,7,9,3,8,2,1,1,6.163265306
